person,speech,date,time
#MR. COCHRAN: ,"YOUR HONOR, CAN I SAY ONE THING TO THE COURT? WITH REGARD TO JUST ONE THING, MAY I ASK YOU A QUESTION?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"CERTAINLY. CLARIFICATION, QUESTION?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"QUESTION, QUESTION. THE QUESTION HAS TO DO WITH, YOUR HONOR, THE COURT INDICATED THAT HE WASN'T ON THE WITNESS LIST OR WHATEVER. I AM INDICATING TO THE COURT, HE WASN'T ON THE WITNESS LIST BUT FOR THE PROSECUTION TO MAKE THE STATEMENT I'M REPRESENTING TO THE COURT MR. WEITZMAN IS GOING TO SAY ALONG WITH MR. TAFT THAT HE WAS ASKED TO LEAVE AND WAS NOT ALLOWED IN THAT ROOM.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"AND I ASSUME THAT THEY ARE GOING TO SAY --
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"THEY ARE GOING TO SAY THAT --
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"-- THAT DEFENSE COUNSEL MADE THIS REPRESENTATION TO YOU. WE ARE GOING TO PRESENT WITNESSES WHO ARE GOING TO TELL YOU THAT THAT IS NOT TRUE. THIS IS WHAT OUR EVIDENCE IS GOING TO SHOW.AND THAT IS ALL THEY ARE GOING TO BE ABLE TO SAY. I WANTED TO MAKE SURE, BECAUSE WEITZMAN, IF THE COURT ALLOWS, IS GOING TO BE COMING IN, ALONG WITH SKIP TAFT AND OTHERS, WHO WILL SAY ACTUALLY WHAT HAPPENED.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"I SUSPECT SO. I JUST WANTED TO MAKE SURE THAT WAS CLEAR.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"IT IS CRYSTAL CLEAR.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"THANK YOU.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. AS TO THE ROY FIRESTONE TAPE, ANY COMMENT, MR. COCHRAN?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"YES.WE ARE NOW TO THE TRIAL EVIDENCE, YOUR HONOR?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"THAT IS CORRECT. TWO ISSUES WE ARE TALKING ABOUT HERE ARE THE 911 TAPE AND THE ROY FIRESTONE TAPE.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"LET ME TAKE -- YOU ASKED ME ABOUT ROY FIRESTONE FIRST. LET ME TAKE ROY FIRESTONE FIRST.IT IS A TELEVISION INTERVIEW, YOUR HONOR, AND I'M NOT CLEAR FOR WHAT PURPOSE THIS IS OFFERED. IT SEEMS TO ME THAT IF THEY ARE GOING TO CALL ROY FIRESTONE, I'M NOT SURE IF THEY ARE CALLING ROY FIRESTONE OR THEY ARE JUST PLAYING THE TAPE. IT SEEMS TO ME THEY WOULD HAVE TO CALL ROY FIRESTONE AS OPPOSED TO JUST PLAYING THE TAPE OR IS THERE GOING TO BE A COMBINATION THERE OF?MAY I ASK THAT QUESTION FIRST? WHAT RELEVANCE -- ARE YOU GOING TO PLAY A TAPE AND THAT IS ALL THAT IS GOING TO HAPPEN?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"I DON'T KNOW. MR. DARDEN.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"I THINK THE TAPE IS SELF-AUTHENTICATING. I DON'T THINK I HAVE TO CALL ROY FIRESTONE. IT SPEAKS FOR ITSELF. EITHER THAT IS O.J. SIMPSON OR IT IS AN IMPOSTER.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"WELL, THE PROBLEM IS HOW DO WE CROSS-EXAMINE THE TAPE? THAT TAPE IS CUT AFTER AN INTERVIEW. WHEN YOU GO -- IF THE COURT IS AWARE, WHEN YOU DO AN INTERVIEW -- I SHOULDN'T USE THAT AS AN EXAMPLE, SHOULD I, YOUR HONOR? FORGIVE ME, YOUR HONOR.WHEN ONE DOES AN INTERVIEW SOMETIMES THEY LAST LIKE FIVE DAYS OR WHATEVER, YOU KNOW. LET ME TELL YOU, JUDGE, THEY CUT THESE INTERVIEWS.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"OH, MR. COCHRAN, YOU REALLY KNOW HOW TO HURT A GUY.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"NO, YOUR HONOR. NO, NO, YOUR HONOR, NO. THE POINT I WAS TRYING TO MAKE, YOUR HONOR, WAS THAT THIS INTERVIEW IS CUT IN A PARTICULAR FASHION TO BE OVER, LET'S SAY, A 22-MINUTE PERIOD OF TIME IF HE HAS A HALF HOUR SHOW. WE CAN'T CROSS-EXAMINE THAT.I'M SURE MR. SIMPSON, AS HE SEES THAT INTERVIEW, WILL SAY, WAIT A MINUTE, THEY CUT THIS OTHER PART OUT THAT I SAID.IF WE HAVE ROY FIRESTONE -- OTHERWISE IT IS BASICALLY HEARSAY, A FORM OF HEARSAY. IF WE HAVE ROY FIRESTONE, I CAN ASK HIM DIDN'T MR. SIMPSON SAY SO AND SO IN ADDITION TO THAT? SO WE DON'T HAVE THAT. THAT IS MY FIRST OBJECTION TO THIS.I THINK AGAIN IT SEEMS LIKE IT IS MUCH TO DO ABOUT NOTHING, BUT IT SEEMS HERE IS AN INTERVIEW IN '89 WHERE THEY ARE GOING TO SHOW THE TAPE WITHOUT ROY FIRESTONE, AND JUDGE, I THINK WE WOULD BE ENTITLED TO HAVE MR. FIRESTONE AS PART OF THEIR CASE BECAUSE, OTHERWISE IT IS HEARSAY, I CANNOT CROSS-EXAMINE OR SHOW THE CIRCUMSTANCES OF THIS PARTICULAR TAPE, AND I THINK THAT IS UNFAIR TO THE DEFENDANT. WE ARE DEPRIVED OF OUR CONSTITUTIONAL RIGHT IN THAT REGARD.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. WHAT ARE YOUR COMMENTS ON THE 911 TAPE?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"911 TAPE, YOUR HONOR, I WAS A LITTLE SURPRISED TO HEAR MR. DARDEN SAY HE IS GOING TO CLEAN THAT UP. NOW, HERE WE ARE --
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"I DIDN'T SAY THAT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"CUT SOMETHING OUT OF.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"I DIDN'T SAY THAT EITHER.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"DON'T TALK TO ME. YOUR HONOR, I'M TALKING ONLY TO THE COURT. I THOUGHT THAT MR. DARDEN SAID SOMETHING ABOUT CLEANING SOMETHING UP OR WHATEVER. WE DON'T WANT THAT TAPE ALTERED AND I'M TELLING YOU, YOUR HONOR, YOU I'M SURE YOU HEARD A LOT OF TAPES IN YOUR LIFE, AND FOR HIM TO HAVE GOTTEN UP AND SAID THOSE WERE SLAPS, I THINK THAT THAT IS GOING TO BE A MAJOR PROBLEM.I DON'T THINK THAT ANY DISPATCHER CAN TALK ABOUT THESE BEING SLAPS. I THINK WE HAVE A FURTHER HEARING REGARDING THAT PERSON'S QUALIFICATION BASED UPON THE TAPE THAT WE GAVE HEARD.I WOULD ASK THE COURT WHETHER OR NOT THIS COURT IS PREPARED TO ALLOW ANYBODY TO TESTIFY THOSE ARE SLAPS. CERTAINLY DIDN'T SOUND THAT WAY TO ME.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. DO YOU HAVE ANY PROBLEM WITH THE SCREAMING WOMAN IN THE BACKGROUND?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"WELL, I DON'T -- OH, NO. I MEAN, IF THERE IS SOMEBODY WHO WAS SCREAMING, IF IT IS IDENTIFIED WITH THIS CASE WHEN YOU SAY YOU HAVE A PROBLEM WITH IT, I WOULD RATHER NOT HAVE THAT, OF COURSE, BUT I MEAN, I DON'T HAVE A PROBLEM WITH IT FROM THE STANDPOINT OF THEIR ORDER OF PROOF, IF THAT IS WHAT THEY ARE TRYING TO DO, BUT HE GOT UP AND TOLD THE JURY THEY WERE GOING TO PROVE SLAPS. I DON'T HEAR THAT.AND THEN HE TELLS US THAT THE DISPATCHER CAN HEAR IT, HE CAN HEAR IT AND HE IS GOING TO DO SOMETHING WITH IT TO MAKE IT CLEAR, AND I DON'T THINK THAT IS TRUE AT ALL. THAT IS WHY WE HAVE 403 HEARINGS, SO I DO OBJECT BASED ON THAT, YOUR HONOR, UNTIL IT IS SOMETHING THAT IS RELEVANT AND UNTIL IT IS SOMETHING THAT IS NOT SPECULATIVE.AND YOUR HONOR, I WANT YOU TO NOTE, I'M NOT ASKING TO REOPEN MY OPENING STATEMENT TO SAY HE MISLED THIS JURY. SOMETIME OR OTHER WE HAVE GOT TO TRY THIS CASE, DON'T WE?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"BOY, I HOPE SO.MR. DARDEN, LET ME ASK YOU THIS:AS TO THE ROY FIRESTONE TAPE, I SEEM TO RECALL THAT I SUSTAINED OBJECTIONS TO THE DEFENSE USING A MONTAGE OF VIDEOTAPES WHICH I COULD TELL WERE THE CRIME SCENE AT BUNDY. I RECOGNIZE THE PERSONS WHO WERE THERE, BUT WE DON'T KNOW WHERE, WHEN, HOW AND WHETHER OR NOT THEY ARE OUTTAKES, AND THERE IS A FOUNDATIONAL PROBLEM WITH IT THAT THE PROSECUTION ADVANCED AND I SUSTAINED THAT OBJECTION IN YOUR BEHALF.MR. COCHRAN RAISES THE SAME OBJECTION TO THE FIRESTONE VIDEOTAPE. IT IS APPARENT WHO IS THERE. IT IS MR. SIMPSON, IT IS MR. FIRESTONE AND THEY ARE TALKING ABOUT THE '89 INCIDENT.BUT THERE IS STILL AN AUTHENTICATION FOUNDATION THAT HAS TO BE LAID. IT IS NOT INHERENTLY SELF-AUTHENTICATING.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"I THINK THAT IT IS IN, YOUR HONOR, IN DISCOVERY AND DURING THE DV HEARING I PROVIDED THE COURT AND COUNSEL WITH A COMPLETE COPY OF THE PROGRAM, YOUR HONOR, AND THAT IS A PORTION OF THAT PROGRAM, AND SO WHATEVER CONCERN MR. COCHRAN MAY HAVE THEN REGARDING THE AUTHENTICATION OF THAT PARTICULAR TAPE, IT IS -- THERE IS NO ISSUE THERE AND YOU CAN'T CROSS-EXAMINE A VIDEOTAPE. THAT IS ABSOLUTELY CORRECT.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"WELL, HERE IS THE PROBLEM,
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"WHAT IS THE OBJECTION? HE HAS THE COMPLETE PROGRAM AND I WANT TO PLAY A PORTION OF IT. I HAVE NO DUTY TO PLAY THE ENTIRE PROGRAM, ESPECIALLY GIVEN THE FACT THAT IT IS NOT RELEVANT TO THESE PROCEEDINGS, AND SO I WANT TO PLAY FOUR MINUTES OF THAT PROGRAM THAT RELATES DIRECTLY FOR AN INCIDENT WHICH THE COURT HAS AGREED IS RELEVANT AND ADMISSIBLE IN THIS CASE.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. WELL, MR. DARDEN, LET'S ASSUME THAT I DON'T BUY THE ARGUMENT THAT IT IS SELF-AUTHENTICATING. WHERE DOES THAT LEAVE US?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"YOU ARE THE JUDGE. THAT IS WHERE IT LEAVES US. I SAY IT IS. I SAY THE EVIDENCE CODE WOULD LIKELY AGREE WITH ME. I MEAN, IT IS A PORTION OF A COMPLETE T.V. PROGRAM WHICH THE COURT HAS SEEN.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. WELL, DO YOU WANT TO --
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"WHICH MR. COCHRAN HAS SEEN.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"I HAVE THE EVIDENCE CODE BEFORE ME. DO YOU WANT TO CITE ME TO A CODE SECTION THAT SAYS THAT VIDEOTAPES ARE SELF-AUTHENTICATING?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"NO, NO, I DON'T.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"YOU PUT ME IN --
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"IT IS LIKE ANY OTHER WRITING, OKAY? VIDEOTAPES, LIKE WRITINGS, CAN BE SELF-AUTHENTICATING. YOU HAVE THE DATE OF THE INTERVIEW RIGHT THERE. WE RECOGNIZE THE PEOPLE IN THE VIDEOTAPE. THEY ARE IDENTIFIED IN THE VIDEOTAPE, OKAY? WE KNOW THE DATE THAT IT WAS AIRED. WE KNOW IT IS A ESPN VIDEO.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"I AGREE WITH YOU. I KNOW ALL THESE THINGS. THE PROBLEM IS THEY ARE OBJECTING.BETWEEN THE DEPUTY DISTRICTATTORNEYS.)
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"I'M HELPING THEM OUT. I AM TRYING TO SHOW THEM WHERE THEY ARE WRONG.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"OKAY.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"LOOK AT THE VIDEOTAPE, THE CONTENT OF IT. YOU WANT TO KNOW WHO PRODUCED IT, YOU WANT TO KNOW THE DATE OF INTERVIEW, YOU WANT TO KNOW THE SUBJECT MATTER, YOU WANT TO KNOW THE NAME OF THE INTERVIEW AND INTERVIEWEE, IT IS ALL RIGHT THERE.WHAT CAN BE MORE AUTHENTICATING THAN THAT? IT IS RIGHT THERE IN FRONT OF US.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"WELL, ISN'T WHAT IS IN THERE, THE DATE ON IT, HEARSAY, UNTIL SOMEBODY AUTHENTICATES IT?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"NO. WOULD IT BE IN A LETTER? COULDN'T A LETTER BE SELF-AUTHENTICATING?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"DEPENDS ON WHAT THE LETTER IS.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"DOES SOMEONE HAVE TO COME IN AND AUTHENTICATE THE DATE? I MEAN, THE LETTER SPEAKS FOR ITSELF, JUST LIKE THE VIDEOTAPE SPEAKS FOR ITSELF.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"WE JUST CAN'T BRING IN LETTERS. SOMEBODY HAS TO TESTIFY WHO WROTE IT, WHOSE HANDWRITING IT IS.
","JANUARY 30, 1995 ",9:10 A.M.
#MS. CLARK: ,"EXCEPT IN THIS CASE.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"EXCEPT IN THIS CASE YOU DON'T NEED THAT BECAUSE YOU SEE THE FACES OF THE PERSONS WHO ARE SPEAKING. YOU SEE THE FACE OF THE PERSON WHO IS ASKING THE QUESTIONS.IF YOU WANT SOMEONE FROM ESPN IN HERE, FINE, OKAY. I MEAN THAT IS FINE. THAT IS NO PROBLEM. I WILL GET SOMEONE.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"NO, IT IS NOT ME WHO WANTS IT. THEY ARE RAISING THE OBJECTION. I WOULD JUST AS SOON LEAVE ESPN PEOPLE AT HOME.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"SURE. I WILL GET A CLERK TO COME IN AND SAY THIS IS A PROGRAM THAT AIRED AT ESPN, THIS IS A T.V. PROGRAM, THIS IS OUR VIDEOTAPE, IT IS A TRUE COPY AND THAT IS THAT AND THAT IS ALL THAT IS REQUIRED UNDER THE LAW.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. WHAT IS YOUR RESPONSE TO THE SCREAMING WOMAN ASPECT, THE SLAPPING ASPECT OF THE SCREAMING WOMAN TAPE?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"WELL, I THINK THAT LAY PEOPLE CAN GIVE THEIR OPINIONS. I'M NOT GOING TO CUT THE TAPE OR ALTER THE TAPE SO THAT YOU CAN HEAR SLAPS. I'M SIMPLY GOING TO ADJUST THE DIALS ON THE TAPE-RECORDER HERE. IF THERE ARE NO SLAPS, THE JURY WILL FIGURE THAT OUT, BUT LET ME ADD THIS:YOU HAVE THE TAPE OF THE SCREAMING WOMAN, YOU HAVE THE -- YOU HAVE THE OPERATOR SAYING THAT THE CALL ORIGINATES FROM 360 NORTH ROCKINGHAM AND YOU HAVE HER DISPATCHING POLICE CARS TO THAT LOCATION.YOU HAVE OFFICERS ARRIVING MOMENTS LATER, YOU HAVE NICOLE BROWN SIMPSON WHO HAS EVIDENCE -- PHYSICAL EVIDENCE, PHYSICAL PROOF OF HAVING BEEN SLAPPED, PLUS YOU HAVE HER SPONTANEOUS STATEMENTS, OKAY?AND I THINK THAT WHEN YOU LOOK AT THE TOTALITY OF THE CIRCUMSTANCES, I THINK, A, YOU ARE GOING TO HEAR SLAPS AS WE ADJUST THE KNOBS ON THE TAPE, BUT THEN AGAIN, THERE IS ALSO PHYSICAL PROOF THAT THE DEFENDANT SLAPPED HER.AND HE ADMITTED IT LATER ON. HE ADMITTED HARMING HER IN HIS LETTERS TO HER, SO WHAT IS THE ISSUE? WHAT IS THE PROBLEM, MR. COCHRAN?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"MAY I RESPOND, YOUR HONOR?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"BRIEFLY.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I WILL TELL HIM WHAT THE PROBLEM IS. THE PROBLEM IS THE EVIDENCE CODE OF THE STATE OF CALIFORNIA, THAT IS THE PROBLEM, AND HEARSAY AND OTHER THINGS LIKE THAT. I MEAN, IT IS PRODUCTIVE TO TELL YOU THAT YOU ARE GOING TO HEAR SLAPS. HE HAS TOLD THE JURY THAT ALREADY. WE HAVE ALL HEARD THIS TAPE, AND YOU ARE NOT GOING TO HEAR SLAPS. IT IS A MATTER OF INTERPRETATION.WHAT I THINK WE SHOULD MAKE VERY CLEAR, YOUR HONOR, THAT COUNSEL NEEDS TO READ THE EVIDENCE CODE WITH REGARD TO THAT VIDEOTAPE AND REGARDING HIS ANALYSIS OF THAT. AND A LETTER, THAT IS NOT FOUNDATIONAL, AND I THINK WE STILL HAVE A PROBLEM AND I DON'T THINK YOU CAN JUST BRING A CLERK IN HERE.WE ARE GOING TO OBJECT IF HE BRINGS A CLERK IN HERE TO TRY TO LAY SOME FOUNDATION FOR THIS PARTICULAR TAPE. AS YOU CORRECTLY POINTED OUT, JUDGE, WHEN WE WERE SEEKING TO SHOW A TAPE WHICH EVERYBODY HAD SEEN AT THE SCENE, THE COURT KEPT THAT OUT ON VARIOUS GROUNDS, BUT IT WAS A MONTAGE.THESE THINGS ARE CUT, PASTED, PUT TOGETHER, AND IT IS A REAL PROBLEM IF WE DON'T HAVE THE PERSON WHO DID THE CUT AND PASTING, IF WE ARE TALKING ABOUT THE TRUTH AND GETTING THE FACTS OUT TO THE JURORS, IN WHICH THEY CLAIM THEY WANT TO DO, SO I WOULD -- I WOULD RESERVE FURTHER OBJECTION.AND I WAS REMINDED WHEN I RETURNED TO MY SEAT THAT WHAT COUNSEL HAD INDICATED WAS THAT THEY WERE GOING TO FILTER OR SOMETHING, USE THE WORDS ""FILTER"" WITH REGARDS TO THIS NOISE. WE ARE ENTITLED TO HAVE THAT TAPE JUST THE WAY IT IS, NOT ENHANCED, AND NOT FIDDLING WITH THE KNOBS, BUT THE WAY WE HEARD IT THERE, NOT SO THAT THEY CAN BRING UP SOMETHING TO TRY TO PROVE SOMETHING.FURTHER, THERE IS A FOUNDATIONAL PROBLEM WITH THAT TAPE. THE ADDRESS, I THINK IT WAS 360 ROCKINGHAM, APARTMENT B, AND THERE IS NO APARTMENTS AT THAT LOCATION AND THERE ARE NO APARTMENTS AT 360 ROCKINGHAM. I DON'T KNOW -- I'M NOT CLEAR ABOUT WHAT IS HAPPENING WITH REGARD TO THAT, BUT I THINK THAT THERE ARE SOME FURTHER FOUNDATIONAL THINGS.AND I APPRECIATE THE COURT -- THAT IS WHY WE HAVE THESE HEARINGS, BUT COUNSEL HAS NOT GIVENYOU -- YOU ASKED HIM FOR A CASE, YOU ASKED HIM FOR A CITE WITH REGARD TO THE VIDEOTAPE, AND YOU KNOW THE PROBLEMS INHERENT WITH THIS TAPE, AND THEY HAVEN'T EVEN CALLED THEIR FIRST WITNESS YET, JUDGE, AND THESE ARE THE PROBLEMS THEY ARE HAVING WITH THIS EVIDENCE.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT. THANK YOU, COUNSEL.MR. DARDEN, I THINK YOU HAVE -- I ACCEPT YOUR OFFER OF PROOF THAT YOU ARE GOING TO HAVE THE DISPATCHER COME IN WHO WAS THE PERSON WHO TOOK THIS CALL, CORRECT?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"YES.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"SHE WILL EXPLAIN, I'M SURE NOT TO MR. COCHRAN'S SATISFACTION, BUT I'M SURE TO EVERYBODY ELSE'S, AND SHE WILL AUTHENTICATE THE TAPE AND SHE WILL ALSO INDICATE THAT AS SHE LISTENED TO THE SLAPS AND THE BEATING THAT SHE TYPED INTO HER KEYBOARD THERE CONTEMPORANEOUSLY THAT FACT, THE FACT THAT SHE COULD HEAR THE WOMAN BEING BEATEN.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"IS THAT PART OF OUR RECORD OF DISCOVERY? HAS THAT BEEN TURNED OVER TO THE DEFENSE?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"ABSOLUTELY, YOUR HONOR.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I HAVE NOT SEEN THAT, YOUR HONOR.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"HE SHOULD READ HIS DISCOVERY.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I HAVE NOT SEEN IT. FURTHERMORE, THE FACT --
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"HE HASN'T READ IT.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"HOLD ON. I'M TALKING TO MR. DARDEN RIGHT NOW, MR. COCHRAN.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I THOUGHT YOU ASKED ME.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"OF COURSE IT IS PART OF THE DISCOVERY, YOUR HONOR.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT.MR. DARDEN, ACCEPTING YOUR REPRESENTATION THAT YOU WILL HAVE THE DISPATCHER HERE WHO WILL AUTHENTICATE THE TAPE, I'M GOING TO OVERRULE THE OBJECTION AT THIS TIME.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"THANK YOU.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"HOWEVER, THE TAPE APPEARS TO ME TO BE OVERLY LONG BECAUSE IT GOES ON TO OTHER THINGS AND OTHER INCIDENTS AND OTHER -- HOW FAR -- HOW FAR INTO THE TAPE DO WE GET THE ACTUAL DISPATCH OF THE UNIT?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"THAT PROCESS FROM THE TIME THAT YOU HEAR THE FIRST SCREAM UNTIL YOU HEAR THE DISPATCHER NOTIFYING POLICE UNITS.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ANY WEST L.A. UNIT, 360 NORTH ROCKINGHAM CODE 2?
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"RIGHT, IS ABOUT THREE MINUTES, AND THE PROBLEM HERE IS THAT THE DISPATCHER RECEIVES THE CALL, SHE HEARS THE SCREAMING, AND AS I UNDERSTAND IT, THE LINE IS LEFT OPEN, OKAY, AND SO ALTHOUGH YOU MAY HERE OTHER DISPATCHERS COMING ON AND DISPATCHING OTHER UNITS TO OTHER LOCATIONS IN OTHER MATTERS, THE LINE IS LEFT OPEN AND THE DISPATCHER IS STILL LISTENING IN.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"ALL RIGHT.THE TAPE IS RELEVANT UP UNTIL THE POINT WHERE THE CAR IS DISPATCHED, BUT THERE IS A LOT OF EXTRANEOUS STUFF THAT IS GOING ON THERE, SO WHAT I'M TELLING YOU, I'M GOING TO LET YOU PLAY THE FIRST PART OF IT UP UNTIL WE GET TO THE ACTUAL DISPATCH OF THE CAR, BECAUSE I THINK THAT PRETTY MUCH ENDS THE RELEVANCE OF THE TAPE.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"YOU ARE SAYING ONCE THE CARS ARE DISPATCHED TO ROCKINGHAM, END THE TAPE?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"RIGHT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"FINE.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I HAVE A QUESTION, YOUR HONOR.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"YES.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"IS THE COURT ALLOWING THE DISPATCHER TO SAY SHE HEARD SLAPS? WE OBJECT TO THAT. I DON'T THINK YOU RULED ON THAT YET. HOW DOES SHE -- IS SHE ABLE TO MAKE THAT DETERMINATION?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"LET'S TALK TO HER WHEN SHE GETS HERE OUT OF THE PRESENCE.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"I THINK ON VOIR DIRE I WOULD ASK COUNSEL NOT TO GO INTO THAT.
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"MR. DARDEN, WHY DON'T YOU PULL UP THE SHEETS THAT YOU HAVE ON HER NOTES AND WE WILL TAKE A LOOK AT IT TOMORROW MORNING.ALL RIGHT.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"UH-HUH.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. COCHRAN: ,"WHEN YOU HEAR THAT, YOUR HONOR, WHO WAS SLAPPING WHOM IN THAT TAPE?
","JANUARY 30, 1995 ",9:10 A.M.
#THE COURT: ,"I DON'T KNOW.
","JANUARY 30, 1995 ",9:10 A.M.
#MR. DARDEN: ,"LOOKS LIKE THE DEFENDANT WAS SLAPPING NICOLE. THAT MAY BE THE POINT IN TIME WHEN HE GRABBED HER AROUND THE NECK AND LEFT THE HAND IMPRINT. I DON'T KNOW.
","JANUARY 30, 1995 ",9:10 A.M.
